,店舗名,口コミ
0,柳川屋沖ノ端店,本吉屋や、若松屋は、もちろん美味しくて、季節ごとに花咲く庭の設えも感じがいのですが、駐車場が空いていれば、ここもよく利用します。せいろ蒸しを頂くことが多いのですが、この頃メニューに加わった、ひつまぶしをいただきました。ここの蒲焼のよく焼けた自然な味わいがひつまぶしに良く合っていると思いました。観光地というより、このあたりの素朴な感じが水郷柳川の元来の姿を見せているようにおもいます。
0,柳川屋沖ノ端店,柳川市の観光の目玉「御花」のすぐ近くにあるウナギ専門店です。やっぱり、柳川に来たらウナギを食べないわけにはいかないでしょう！と言う訳で、かなり奮発してセイロむし定食(2700円)を食べました。もちろん、メインのセイロむしも美味しかったのですが、この定食の凄いところは、その他のもの・・・う巻、たにしなど変わった食べ物が食べられることです。これはどちらとも本当に美味しくて、嬉しかったです。「水郷・柳川」ならではの美味しいものを食べることができるこのお店は、特に、観光客なら絶対お勧めのお店です！
0,柳川屋沖ノ端店,中洲にある老舗のうなぎ屋さんです。場所柄、深夜２時半まで営業しているので、飲んだ帰りにも利用できます。なぜ香ばしく焼かれたうなぎと、しっとり明太子がこんなにあうんだろう。この店の博多風櫃まぶしは絶品で、量もたっぷり３杯食べられます。櫃まぶしの本場の名古屋の人には明太子入りをまがい物と批判されるかも知れないが、そんなことは関係ない。特に暑い季節になると、これが食べたくて食べたくて仕方なくなる。
0,山椒の木,食べ放題の「うなぎポッキー」、お漬物ビュッフェが最高！
0,山椒の木,土用のうなぎを食べようと、午後１時前に到着。土用の丑の日の前日ですが、日曜日なのでお客さんがとても多く、お店の前には車がとめられなかったので、誘導員さんの案内でお店の裏にある第二駐車場にとめました。入り口には待ってる人があふれていて、くじけそうになるものの、用紙に記入して店内の狭いレジ前で待つこと１時間、やっと順番が来ました。８人座れるテーブルで他のお客さんと相席となりましたが、広いのであまり気にはなりません。本日の鰻は鹿児島産と表示がしてありました。せいろ蒸しの松２０００円（肝吸い付き）を注文しました。脂が乗っていてふんわりととてもやわらかく、ごはんもおいしい。茄子や大根などのいろんなお漬物が取り放題なのがうれしいですが、今日はうなぎの骨のサービスはないとのことで残念。土用で忙しいからでしょうか。ソフトクリームもお休みだとありました。店を出るころは３時前になっていましたが、それでもまだ待ってる方がいました。できれば次は混雑してない時に来たいと思います。
0,山椒の木,今年は「鰻」が高いですね。「土用の丑」の日は購買意欲をかきたてようと安売りをしたお店が多かったですけれど、このまま高騰が続けば気軽に頂けなくなりそうです。そこでオットットアンテナが能力を発揮しました＾＾糟屋にお手頃価格で鰻を頂けるお店があると・・鰻好きとしては行かなくちゃ＾＾こちら「柳川屋」さんの系列だそうですよ。こちら「うなぎの骨」と「お漬物」が取り放題・・・「うなぎの骨」って大好きなのです・・フフ。塩味の加減も良く美味しい。最初は遠慮気味に、この後同じ程度の量を2回頂きました＾＾お漬物も美味しいですね。◆鰻のお刺身がありましたので、それを。・・アナゴは生で頂きますが、鰻は初めてです。身はコリコリした食感。ふぐのように「ネギ」を巻いてポン酢で頂きますが、マァこんなものかな・・という印象でした。ランチタイムはこのセットがお得なようです。おまぜは名古屋のひつまぶしの感じでしょうか・・名古屋にいた頃、何度か「ひつまぶし」を頂いたのですが、余り好きではなかったので、今回は「せいろ蒸し」を。＊このご時世ですから、鰻は量も少なめ。鰻は厚みもありませんけれど、このお値段ですからね、こんなものでしょ。ただタレは甘さを抑え気味で好みのお味でした。ご飯の量が少なめですので、男性は大盛りにされた方がいいかもしれません。＊鰻の肝の焼き物・う巻き・鰻の酢のもの・めざし・豚の角煮どれも普通に美味しい。＊おぼろ豆腐・・お味が薄いので、うなぎの薬味とお醤油をいれて頂きました。＊薬味・・明太子はタレをまぶしたご飯には合わないような。＊肝吸い＊デザート・・コーヒー牛乳プリンのようでした。これだけセットになって2200円ですから、安いですね。何より「うなぎの骨」が食べ放題なのが嬉しい。購入しましたが、一袋（300円）には少量しか入っていませんでした＞＜すぐに満席になりましたので、予約された方がいいかもしれません。
0,山椒の木,この時期なので鰻に行こうと思っていました～丁度通り道近くで寄る事にしました。レビューで川が流れていた画像を見ていたので、もう少し田舎かと思っていましたが、店の前はビュンビュン車の通る道～排気ガス気になりますが、お店の方は植え込みに水をやり、丁寧にお手入れされていました。お店が綺麗に保たれているが、見れたのは開店より少し早く行ったから～一人の客は一人でも4人テーブルを独占しますので、この時期の鰻屋は遠慮が有ります。それで少し早く行きました！思ったとおり、私が食べ始めると続々とお客さんが入って来られます。うなぎおまぜ昼膳￥１８００こちらの鰻はしっかり歯ごたえ有る感じ～普通に食べて、出汁を掛けて食べて、二度楽しめます。薬味香菜は、おおば、みょうが、ねぎ、かいわれと色々入っていてさっぱりといただけました。鰻は好きですが、どちらかと云うと生臭さが苦手な私には、この薬味香菜は家でも真似てみたいと思いました。珍しい見せ場が多く有り、店員さんの説明も適当に聞いていて、無料のお漬物いただくことが出来ず残念です、お膳のお豆腐もデザートの杏仁豆腐と錯覚し、最後に食べて、あら～～残念でした。しかし、クーポンはしっかり印刷して持っていきました。一品はうなぎとキュウリの酢の物、さっぱりしていて美味しかったです。鰻屋にしては比較的若いお客さんが多いようですね、店もお洒落で、昔ながらの鰻屋とはいい意味で一味違って好感が持てました。もう少し安ければ・・・・って感じでしょうか？
0,山椒の木,作りたてのライブ感と多々良川の風景を眺めながら食べれる「柳川屋」が展開する鰻とまぜご飯のお店。店内はゆったりとした造りで店内から鰻料理屋としては珍しくオープンキッチンになってて鰻の立て場、割き場、焼き場をガラス越しに見ることが出来ますメニューです・・・この中から「うなぎおまぜ昼膳」１８００円を注文してみました。うなぎおまぜ昼膳・・・・うなぎは宮崎産か鹿児島産でその日使用する鰻の産地が店内に表示してあります、この日は鹿児島産でした！お漬物はレジ横にあるお漬物コーナーからビュッフェスタイルで頂けます。出来たての豆腐・・・アツアツで美味しかったですよ。うなぎの肝のお吸い物です。鰻巻きやキモ焼きの小鉢うなぎおまぜ・・・実は一回で３度美味しいまぜご飯なんです。一杯目はお櫃の中の御飯と具材をそのまま茶碗によそおって頂きます２杯目は好みの薬味をお櫃に入れ軽く混ぜてから茶碗に入れて頂きます！２杯目迄頂いた頃を見計らってお店の方がお出汁を持ってきてくれます。３杯目は出汁をそそぎ刻み海苔や明太子、山葵を加えてお茶漬風でいただきました、私はこの食べ方が一番好きでした。最後のデザート・・この日はサクラのシャーベット。天気の良い日は横の多々良川にたくさんの野鳥が見れますよ。山椒の木糟屋郡粕屋町大字大隈38-4TEL092-938-7849営業時間[月・水・木・金]11:00～15:00[土・日・祝]11:00～21:00（L.O20:30）定休日毎週火曜日（祝日の場合翌日に振替）良かったらランキングに参加しとりますけん此処をポチッとクリックしてくんしゃい
0,山椒の木,"以前から気になっていたお店です。間口から想像する以上に店内は広々としています。私は、鰻おまぜの松2,200円を注文しました。妻は、博多鯛おまぜ1,800円を注文しました。先ずは、前菜（海老の唐揚げ、玉子焼き、甘酒、スモークサーモン）がサーブされました。程なくして「おまぜ」が運ばれてきました。おまぜには食べ方の作法があります。1杯目は、茶碗によそって、2杯目は薬味を入れて、3杯目は出汁で茶漬けにしていただきます。私は、鰻の茶漬けに関しては、今一つ賛同しかねます。どちらかというとこの食べ方には「鯛おまぜ」のほうが合っているような気がしましたがお腹のほうはかなり満たされました。食事を待っている間も鰻の骨せんべいが食べ放題なのはポイント高いです。長いセイロに入った鰻のセイロ蒸しが美味しそうに見えたので次回訪問の機会があれば是非戴いてみたいと思います。"
0,山椒の木,2018年5月福岡です。山椒の木さんで「うなぎせいろ蒸し」をいただきました。こちらのお店は、お漬物と鰻の骨を自由に取ることが出来ます。せいろ蒸しが出来上がるまでいただきながら待ちました。「うなぎせいろ蒸し」蓋を開けると湯気がふわっと上がります。熱々の鰻とご飯。鰻はふっくら蒸されて良い感じです。うな重とはまた違う味わいで美味しいです。鰻の骨のから揚げも、地元の野菜を使われた何種類ものお漬物もとても美味しくいただきました。ごちそうさまでした。
0,山椒の木,初めて来ました～。いつも事務所に行く途中に通る道沿いにあり、前々から行来たかったお店です(o^O^o)ようやく初訪問！去年ぐらいに出来ましたねなかに入り、焼き場の目の前の席に通されましたそして注文。私は欲張って上せいろ蒸しと盛りそばを頼みました。子供には、子供メニューが別に用意されていたんで、そのなかよりお子さまランチにしました。しばらくまつと、運ばれてきました。まずは盛りそばです。香りはあまりしませんが、食べてみると蕎麦の味がちゃんとしてます。十割かな？美味しいです(^∇^)それからせいろ蒸し到着～蓋をあけると、美味しそうな香りですしかし、食べてみると、ちと焼きすぎかな？あと、こげた味がしてたからちょっと残念でした。かかってるタレの味は甘口の薄口で、お上品ですね肝吸いもそんな感じかな。川を眺めながら食べるうなぎは美味しゅうござんした。
0,山椒の木,通る度に気になっていた山椒の木。お土産でいただいたことはあったけど、店内で食べるのは初です。私がオーダーしたのは、せいろ蒸しのセット。待っている間、バイキング式になっている漬け物を取りに行きます。色々あったので少しずつ…！！大根の漬け物、めっちゃ美味しい！べったら漬けみたいな甘い漬け物なんだけど、もっとあっさり上品で、でもコクがあるというか…お店の方に聞くと、日本酒で漬けているとか。美味し～♪持ち帰り用は残念ながらなかった…。うなぎ、蒸してあるのでふんわり柔らかくて、一緒に蒸したご飯は、タレの味がついて。普段はあんまり米を食べない私ですが、全部美味しくいただきました！ご馳走様でした☆
0,山椒の木,夏真っ盛りで、鰻をいただきたくてネットで調べてきました。繁忙期でしょうから時間は14:00過ぎくらいにずらして入りました。が、三組待ち。甘かったようです。この日は豪雨だったので、天気がいい日はもっと多いのではないでしょうか。店内は、明るく綺麗ではありますが、「炊きたて「蒸したて、など看板が出ていて、学食チック。アンバランスが面白いです。お料理は、まぶしとせいろ蒸しとう巻きをオーダー。う巻きはすぐに出てきます。ほかほかしてなかなか美味しい。う巻き、タンパクがたっぷり取れて素晴らしい料理ですね。そして、せいろ蒸し。こちらはややご飯は硬めでタレたっぷり。うなぎも普通に美味しいのですが、存在感から考えるとご飯がメインな感じ。ボリュームはあります。まぶしはご飯は白めしで好みの割合でまぜながらいただき、美味しかったです。肝吸いは、私は合いませんでした。
0,山椒の木,粕屋町、門松の交差点から久山方面へ陸橋を渡ってすぐの「山椒の木」。柳川屋がやってるお店ですね。昔は柳川屋の看板がかかってましたがいつの間にか素敵なお店になってました。「まぜごはん」の松、2000円をいただきました。お櫃をあけると・・名古屋のひつまぶしを、まぜごはんと呼んでるようです。なので、食べ方も三段階。まずはそのまま。次に、薬味です。なんと明太がありますね。ワサビは後にとっておいて、それ以外の薬味を投入。んで、最後にダシといっしょに。ここで思いっきり、ワサビをときます。お漬物は取り放題！いいですね。これで2000円なら、大満足。ちょっと混んでたし、不慣れな接客もあったけどいいんじゃないでしょうか。●お店情報山椒の木092-938-7849粕屋郡粕屋町大隈38-4営業時間11:00～15:00土日祝は11:00～21:00火曜休
0,山椒の木,"Ｈ２３．８．２訪問新潟のトシ様のリクエストにより本日書き込みさせて頂きます。訪問日は土用の丑の日です。店内は満席状態ではなく席がちらほら空席がありました。これでお察しが付くでしょう。これ以上は申しません。コメント訂正のメールが来るので・・・。さて、今回は鰻丼（極）・ひつまぶし（極）各3,000円を注文。漬物は食べ放題で好きなだけ取れます。お味の評価鰻のタレは甘過ぎず・辛過ぎずで程よいバランスで鰻の相性が良いです。鰻の評価今回は宮崎産。肉厚はボリューム的に不満が残る鰻でした。3,000円分はどこに？って感じです。ご飯の大盛は無料ですが丼にタレを掛けると米粒が軟らかくなるでしょう？ご飯の炊き方、水加減が下手の一言です。"
0,山椒の木,店内はテーブル席で、個室はなしです。平日の12時頃に来店すると、2組目でした。本日の山椒の木昼膳の、【うなぎおまぜ1800円】・うなぎおまぜ・薬味野菜・肝吸い・だし汁・デザートを注文。お昼は昼膳メニューがあり値段もお得なのでおすすめです。うなぎは、鹿児島、宮崎の厳選うなぎを使用していて、ちゃんと国産うなぎ使われてます☆ちなみに、うなぎを焼いている所も見れますｗｗ注文したうなぎおまぜは、①そのまま食べる②まぜて食べる③薬味と一緒に茶漬けで食べると、1つのメニューで3通りの食べ方ができるので楽しんで食べれます♪そして食べ終わる頃には、お客さんがいっぱい！！びっくりです。Σ(´□｀)おかわり自由で、漬物とうなぎの骨が無料で食べれます☆
0,山椒の木,福岡空港へ行く途中、ずっと気になっていたお店(=´∀｀)今回やっとの訪問ですッ！！鹿児島、宮崎産の厳選したうなぎ使用ッ！！安心のうなぎですね(*^_^*)店内は堅苦しさのない明るい雰囲気(^_－)－☆お子様連れやご家族の組も多く、和やか(^^)乳幼児椅子、お子様メニューなどの配慮ある良質なサービスのお店（＾Ｏ＾☆♪何よりホールのベテラン女性店員さん、小さなお子様から年配のお客さんまで親切丁寧な対応を徹底されていますッ！！とても勉強になりますm(__)mうな重山椒3200円、を2人前注文。うち１つご飯大盛り(無料)にしました(^^)並→山椒→上の順にうなぎの量アップとの事。うな重山椒。まず綺麗な焼き上がりのうなぎ（）身は厚みがありフワッと、皮目はパリッと香ばしさのある箇所もあり美味しいですね！タレはやや弱め、後がけでのタレも提供されます。卓上の山椒をかけて、後半も飽きずにイケますッ何よりご飯の炊き加減が好みッ(*´`*)やや柔らかめでふっくら、ツヤツヤのご飯。自家製の漬け物が自由に取れるので大盛りでも問題なく食べ切れました(´∀｀*)かなりメニュー豊富です。他のメニューも試しにまた利用させて頂こうと思います(^o^)次回は白焼きかな～(((o(*ﾟ▽ﾟ*)o)))
0,山椒の木,久しぶりに訪問したらメニューが更新されていた。定期的に新メニューが入っているので企業努力を感じる。・赤鶏のおまぜ前は博多おまぜ（めんたいこ入り）があったが今回は赤鶏おまぜらしい。歯ごたえとふっくら感のバランスがなかなか。前菜５種がついてくるがどれも美味しかった。それぞれにソースが違う点も手が込んでいる。・焼き鳥１本150円。かなりの大きさ。隣の持ち帰り専門ブースで売っている。食べるならこういう質の焼き鳥が食べたい。ここの店員さんは笑顔が素敵。
0,山椒の木,食べログで見つけて行ってきました。昼過ぎだったのですが、丑の日前日ともありなかなかの盛況ぶり。店内はテーブル席のみで、子どもが小さいとちょっと大変かも。(子ども用の椅子は用意されていますが、しっかり座れない子どもの場合は、ずっと抱っこなので…)せいろ蒸し、うな丼、うな重、うなぎのおまぜがメインメニューです。うなぎのおまぜって、ひつまぶしみたいな感じです。私はせいろ蒸しの松をチョイス。ご飯は無料で大盛りにできるそう。でも私は普通でちょうど良かったです。うな肝入お吸い物付きですが、お吸い物がちょっと薄味に感じました。お漬物は食べ放題！！肝心のうなぎは、ふっくらしていてとても美味しかったです。2000円でこの量なら私は満足です。男性や若い人には少し足りないかも…？無料だし、ご飯は大盛りしてもらおう！他にもうな肝焼きや、うな刺しもありました。お子様に…と、おもちゃまでいただいてしまい、お腹も心もほっこり満足できました！店員さんの対応も、お茶を気にしてくれたりと丁寧だったし、絶対また行くと思います。
0,山椒の木,鰻が食べたくて、はじめて家族でいってきました。門松の交差点から粕屋警察署方面へいくと左手にあります。お店はキレイ！日曜だからか家族連ればかりでした。あたしは鰻のおまぜを頼みました！おまぜは初めてなので、ちょっとワクワク((o(^∇^)o))待ち時間には、自家製らしい香物（確か４種類ほどありました）や鰻の骨を揚げた、うなぽっきんを食べましたが、うなぽっきんが美味しくて気に入ってしまいました。肝心のおまぜは、一杯目はそのままで二杯目は薬味をのせて三杯目はおだしをかけてサラサラと～ここの鰻のタレは割りとアッサリで食べやすいと思います。個人的な好みから言えば、もう少し甘味がある方が好きかな。。。薬味をのせて食べると、ちょっと大人の味。ミョウガがきいてました！ちょっとお腹いっぱいになってきたな～てとこで、おだしをかけると、サラサラ～といけます。あたしは三杯目が一番好きでした☆店員さんはとても親切でした！
0,山椒の木,鰻とおまぜごはん山椒の木今日は、トリアス久山にあるコストコに日用品と食材を買いに行く途中、前から気になっていた、多々良川沿いの鰻屋さん「山椒の木」に行きました。最近、懐がさびしく、外食と言えば「うどん」「ラーメン」が多いんだけど、今日は奮発！店の外から香っている美味しい匂いに、期待感いっぱいで店内に、店内は落ち着いた雰囲気で多々良側を正面に見るのどかな雰囲気は、天神まで３０分もかからないという場所で周りは道路や鉄道に囲まれている交通の要所から考えると上出来です。店に入ると、子供連れの我が家に配慮して、すぐに大人用の椅子の上にセットするタイプの子供用のチャイルドシート（初めてみた）をつけてくれたり、子供用の取り皿やスプーンを頼む前から出してくれたり、子連れの家族への配慮もいい感じでした。昼時だったので、デザートまで付くセットメニューの「うなぎおまぜ（１８００円）」と「小箱うなぎせいろむし（１８００円）」を頼みました。食事を待っている間は、お漬け物コーナーから漬け物を持ってきて味わっていました。野菜のぬか漬け、鰻の骨の佃煮、タケノコの洋がらし和えなどどれを食べても美味しかったです。１０分ぐらいして「うなぎおまぜ」が運ばれてきました。この「おまぜ」ってやつは、おひつに鰻と錦糸卵とご飯が入っていて、混ぜて食べるから「おまぜ」っていうみたいで、３通りの食べ方を味わうように奨められました。まずは混ぜてそのまま食べる次にネギや香草などの薬味を入れて食べるさらに、わさび、のり、からし明太子、ゴマをトッピングして、お出汁をいれて、お茶漬け風に食べるだんだん、あっさりしてくるので、大盛り（無料）にしてもらっても、さらっと美味しく頂けます。一方、少し遅れて「小箱うなぎせいろむし」が運ばれてきました。こっちは普通のせいろ蒸しなので説明は省略、こっちも美味しいですが、「おまぜ」に比べると目新しさがないのと、大盛りにできないので量が少ないことが残念でした。ご飯を食べ終わると、イチゴのアイスとケーキときな粉が混ざったアイスがデザートに出てきて完食。ごちそうさまでした。このお店、出てくる料理が全部美味しいのと、メイン料理周りの、鰻の肝焼きや豆腐などが充実していたのがとっても印象的でした。多々良側を望む広めの店内オススメのうなぎおまぜうなぎせいろむしイチゴのアイス？実は一番オススメ？お漬け物
0,山椒の木,３月上旬に放送された九州朝日放送の『ももち浜ストア』という番組を見て、２週間くらいの限定割引につられて、ついつい行ってみました。。。お昼の“うなぎのおまぜ御飯”のセットメニューを食べたのですが、お漬物のバイキング、にこごり、うまき、肝吸い、豆腐のうなぎあんかけ、鰻のおまぜごはん、デザートがついて、1800円という、コストパフォーマンスもなかなか良いものでした。おまぜ御飯は、１杯目はそのまま食べ、２杯目は薬味をまぜて食べ、３杯目は出汁をかけて食べるのですが、私は特に、２杯目の薬味をまぜて食べるのがお気に入りです♪注文の時に希望を言えば、御飯を無料で大盛にしてくれるのも、とても良心的だと思いました。うなぎも、もちろん国産を使っているようでしたし、その日の仕入れは、静岡のものだったようです。場所が、福岡市内から離れた場所にあるのが、ちょっと不便な感じはありますが、足を伸ばして行く価値は、十分にありますよ！！！
0,山椒の木,ＴＶで見た「ウナギおにぎり」を購入するために行く。残念ながら、冷凍されたものしか販売されていないのでうな重を食べる。テーブルから、ガラス越しに「ウナギを入れているであろうカゴ」が見える。天井近くからカゴに落とされる水で生かされているウナギが想像するのは楽しい。漬物と骨せんべいがセルフで食べれるの嬉しいことである。うな重のタレは、甘さとしょうゆ辛さのバランスが良い。焼きは、パリパリ感が好きな私には物足りず、もっと焼いてほしい。追加のタレも付いてきたので、少し足りない感じだったので、自分の好みの量の味付けに出来てよかった。
0,ひつまぶし和食備長中洲川端店,休日のランチタイムに用事があって中州川端駅付近に来ました。ランチには少し遅い時間でしたが、ランチを頂こうと近くの店を食べログで検索してみました。この日は日曜日だったので、営業されている店がなかなかありませんでした。そろそろランチタイムも終わりの時間です。少し焦りながら探していました。その中で一番気になったのがこちらの店です。名古屋のひつまぶしのお店ですね。私がよく拝見する福岡の有名なレビュアーの方も訪問されています。私が名古屋に住んでいた時はこちらの店の存在は知りませんでした。ひつまぶしと言えば、私の中ではやっぱり蓬莱軒です。しかし、名古屋の店ですし、15時までランチ営業をされているので行ってみることにしました。歩いて店まで向かいました。店は中州川端にある博多座の近くにありました。店に着いたのは13:50頃でした。テーブル席と座敷の店内にお客さんは2人居ました。空いているテーブル席に案内されてメニュー表を確認します。ランチメニューがお得だったので、ランチメニューの中から選びます。やっぱりうなぎが食べたかったので、まぶし丼ランチを注文しました。店員さんから、+100円でお茶漬けの出汁をつけることを勧められました。ひつまぶしと言ったら、最後はお茶漬けですからね。つけて頂きました。ごはんも大盛にできるということでお願いしました。みそ汁も赤出汁にして頂きました。待っている間にもお客さんがぞくぞくと訪問されていました。さすが人気店ですね。10分ほどで運ばれて来ました。店員さんから食べ方を丁寧に説明して頂きました。ありがとうございます。名古屋に住んでいたから知っているんですけどね。予想通りうなぎは少なめです。まずはそのまま頂きます。美味しいですね。うなぎは外側はカリッとしていて内側はふんわりと焼き上がっています。タレは意外とあっさりしていました。次に薬味やわさびと頂きます。味が締まりますね。美味しいです。今回試した食べ方の中では一番好きですね。最後にお茶漬けで頂きました。出汁がやや薄味でしょうか。あっさり頂けます。みそ汁は赤出汁なので濃いめの味付けです。名古屋に住んでいた時のことを思い出します。きんぴらごぼうは上品な味付けで美味しいです。サラダはキャベツが中心でトマトときゅうりに海苔が乗っていました。ドレッシングがかけられています。漬物はからすみが美味しいですね。控えめな味付けです。夢中で食べ進めます。あっという間に完食させて頂きました。やっぱりちょっとうなぎが少なかったですねぇ･･･分かっていたことですが、もっと食べたかったです。本当はひつまぶしが食べたかったんですが、ひつまぶしの値段に比べてランチメニューがかなりお得に感じたので今回はまぶし丼ランチにしました。店側がリーズナブルに出せるように本当に努力しているのが分かります。次はひつまぶしかな。ランチメニューのみそかつランチも気になります。博多駅にあったみそかつの名店矢場とんも閉店されてしまいましたしね。今回は1814円でした。妥当な値段だと思います。美味しかったです。また来ます。
0,ひつまぶし和食備長中洲川端店,博多座近くにある「ひつまぶし」を頂ける鰻店。名古屋の「ひつまぶし専門店」が出店されているとか。近くに行った折に利用してみました。店内は広いですね。ランチメニューは9種類ありますが、こちらでは「鰻」を頂くべきかと「まぶし丼ランチ（1480円：外税）」を。◆まぶし丼ランチ（1480円：外税）・・まぶし丼・出汁巻玉子・お吸い物又は赤だし・サラダ・香の物・薬味などのセット。食後に珈琲（アイス又はホット）が付きます。◆まぶし丼・・このお値段ですから「鰻」は少な目。フワッとした焼き上がりではなく、パリッとした食感。タレの甘辛さが好みでした。最初はそのまま、次に「山葵」「ネギ」と共に頂いてくださいとのこと。出汁は別料金で＋100円と言われましたので、ご遠慮し・・「ひつまぶし」がウリのお店ですので、お出汁は無料で付くといいですね。◆出汁巻玉子・・薄味ですが、鰻と共に頂くには丁度いいかも。◆野菜サラダは普通、キャベツ多め。◆珈琲は薄めで、食後には飲みやすい。◆香の物。奈良漬が美味しい。◆お吸い物か赤出汁を選べますので「赤出汁」を、ワカメ入り。赤味噌の濃さもよく美味しい。名古屋にいた頃「ひつまぶし」を頂いたことがありますが、結構お高めだった記憶が・・「まぶし丼」ですのでお味の印象は違いますが、こちらではお手頃に片鱗を味わえたのはいいかも。思ったよりボリュームがあり、おなか一杯になりました。
0,ひつまぶし和食備長中洲川端店,博多座近くの鯛茶漬けの美味しいお店でランチ！と思ってうかがうと...あいにく予約貸切(/_･､)最近できた、ひつまぶし屋さんに決定場所柄でしょうね、ご年配の方も多く空間的にはくつろげる感じランチの○ひつまぶし丼ランチ1480円に、お茶漬け用の出汁スープをプラス100円でつけられるとのこと。今日は、鯛茶漬けのつもりだったし、オプション決定～ご飯大盛り無料～まつこと、しばしサーブに時間かかり...スタッフさん多いけど気が利かない...まだオープン間もないからデスかねようやく、サーブ。うなぎ少なっランチのサービスメニューだから仕方ないか備長炭で蒸らさずにカリカリに焼かれてうなぎは、美味し山椒プラスで○しょうゆが「たまり醤油」ってことであっさり目かなもうちょい、こってりが好みかなお連れサマの○豚うな丼1200円は、豚ちゃんは多めだったけど、うなぎサマは、たったの一切れ...残念豚ちゃんにあっさりしょうゆダレはあんまり合わないみたいで不評ランチのサービスメニューじゃなく、きちんと「ひつまぶし」頼めば良かったかもデス
0,ひつまぶし和食備長中洲川端店,"H26.12ランチタイム、最近博多座の脇に「うなぎ」の文字を見て行ってみようと思っていた、ひつまぶしのお店だ。鰻なら「吉塚」に行きたいところだが、おいそれと昼に使える金額ではない。すこし小さめでも美味けりゃいいかと、物はためしに入ってみる。ちょっと高級感も漂う店内は12時で半分ほどの入り。中ほどのテーブル席に座りメニューを見る。うなぎとカツが中心でおのおの定食系と丼系にアレンジされている。表の看板にあった「まぶし丼」を頼んでみた。メニューの写真を見る限り鰻のボリュームはあまり期待できないということは予想がつくが、それでも他のランチから見ると500円近く高い。■まぶし丼ランチ（1,480円：税込）７～８分でやって来た。丼にミニサラダに小鉢、香の物、味噌汁がつく。ボ罰はメニューに比べるを貧相でとりあえずつけました。という程度。味噌汁は赤だしだ。肝心のうな丼やはり実際に丼にすると「小さいなぁ」という印象は拭えない。食べてみると、ことのほか味付けは濃いめでやはりひつまぶしで薬味や出汁などをかけることも考慮しているのだろう。ご飯とのバランスが悪いと思っていたが、濃いめの味でなんとなく帳尻があってしまった（笑）食後にはちゃんとしたコーヒーがつく。まぁ、サラリーマンがこの内容に、この金額を払うかは疑問が残るが、お芝居など見た帰りにマダムが食し、お茶を飲みながらトークするにはちょうど良い内容なのかもしれないな。やっぱり鰻を食べたい時は浮気せずに自分が納得している店に行ったほうが良いということか。３人分〆て4,440円、ランチにはちょっと微妙なコスパであった。"
0,ひつまぶし和食備長中洲川端店,福岡アジア美術館に来たついでに夫婦で寄りました。今年の父の日の贅沢ランチは、女房に懇願し、名古屋有名店の博多支店でひつまぶし。昨年は高級バーガーでしたが、今年はなんと鰻であります。感涙(T_T)でも実はこの1時間前に、レベスタにてＷ杯日本代表初戦ＰＶを観戦、まさかの敗戦を目にし、夫婦ともどもヤケ食いしよう的な状態だったのが主要因。これが本当のマン（鰻）直し(^^)v店は博多座ビルのリバレイン側の通りに面してある。店内はそんなに広くなく、席数も多くない。日曜の13時を回った時間、先客は数組。中央の大テーブルに向き合って座るよう案内された。お得そうなランチメニューがいろいろあって目移りするも、初志貫徹でひつまぶし\2850を二人分注文。10分くらいでやってきた。お盆の上に、お櫃、吸い物、ダシが入った徳利、漬物、薬味のネギとわさび、もうひとつ、塗りの蓋付き容器あったので中を見ると、刻み海苔。お櫃の蓋を取ると、鰻の蒲焼が載ったホカホカご飯。鰻は1ｃｍ巾くらいに切ってある。卓上の食べ方指南カードに従って、まずはそのまま茶碗についで、普通の蒲焼ご飯から。鰻は香ばしく焼けて、さほど脂っぽくなく美味し。ま、腐っても鰻ですからね(^^)国産か輸入か、天然か養殖かなんてわかりません。（天然じゃないでしょうけど）タレも程よい甘辛さ。特筆すべきはご飯。米がいい、炊き方がいい。最近食べた外食白飯では文句なしに一等賞。丼系に最適の固さを保持し、一粒一粒が燦然と輝いている。6月の時期にこれほどの水準のご飯を出せるとは。なんて店だ。次いってみよう。今度は、ネギとわさびを乗せて、軽く混ぜていただきます。これも美味し。わさびは当然、本わさび。辛さもバッチリきます。ネギの香りと相まって、明らかに最初と差別化されたナイスな第二段階テクニックです。そして、最後のバリエーション、だし茶漬け。徳利にたっぷり入ったダシを、トクトクとかけ、軽く攪拌、茶碗に口つけてかきこむ。こりゃ、いいわ。予想外って旨さじゃなくて、やはりこうくるか、って旨さ。忘れてた薬味も後追いで添加、ネギにわさびに海苔。これが完成形。美味！よくぞ、この食べ方考えた。（って、考案者は当店じゃないみたいですが）お櫃には、あと一膳分のご飯と鰻あり。これをどうやって食べるかが、思案のしどころ。私が出した結論は・・・・「一口ずつ、三種の食べ方で食べる！」鰻ご飯を一口。ネギ＆ワサビを加えて一口。ダシかけて、最後の一口。完璧な結末。自画自賛。お吸い物を全部飲んでご馳走様。大満足です。ん？この吸い物、ダシが鰻茶用のとカブっとる。一口ずつの順番は逆にして、最後の最後にお吸い物飲み干すのがよかったかも。名古屋名物ひつまぶし、美味しゅうございました。価格はなんたって鰻ですから、こんなもんでしょう。ただ、ランチメニューには、ほぼ半額で簡略型のまぶし丼ってのがありますので、名より実を取られるかたには、そっちがオススメ。私も次回は間違いなくそっちにします。
